PUM_NM,WHSAL_NM,SALEDATE,SAN_NM,KIND_NM,TOT_AMT,TOT_QTY,QTY
브로코리(녹색꽃양배추),대전노은도매,20220301,경기도 하남시,뉴그린,9010.0,2.0,1.0
브로코리(녹색꽃양배추),대전노은도매,20220301,서울특별시,뉴그린,200340.0,56.0,7.0
브로코리(녹색꽃양배추),대전노은도매,20220301,제주 북제주군,브로코리(일반),212000.0,80.0,10.0
브로코리(녹색꽃양배추),대전노은도매,20220301,제주 서귀포시,브로코리(일반),162000.0,64.0,8.0
브로코리(녹색꽃양배추),대전노은도매,20220301,제주도 제주시,브로코리(일반),233577.77777777778,80.0,10.0
브로코리(녹색꽃양배추),대전오정도매,20220301,서울 송파구,뉴그린,16904.0,4.0,2.0
브로코리(녹색꽃양배추),대전오정도매,20220301,제주 남제주군,브로코리(일반),198328.57142857142,78.28571428571429,9.785714285714286
브로코리(녹색꽃양배추),대전오정도매,20220301,제주 북제주군,브로코리(일반),22000.0,16.0,2.0
브로코리(녹색꽃양배추),대전오정도매,20220301,제주도,브로코리(일반),110500.0,52.0,6.5
브로코리(녹색꽃양배추),대전오정도매,20220301,제주도 제주시,브로코리(일반),196127.27272727274,73.81818181818181,9.227272727272727
브로코리(녹색꽃양배추),부산반여도매,20220301,부산광역시,브로코리(수입),97142.85714285714,38.857142857142854,4.857142857142857
브로코리(녹색꽃양배추),부산반여도매,20220301,서울 송파구,브로코리(수입),27801.0,8.0,1.0
브로코리(녹색꽃양배추),부산반여도매,20220301,서울 송파구,브로코리(일반),66932.0,16.0,2.0
브로코리(녹색꽃양배추),부산반여도매,20220301,제주 남제주군,브로코리(일반),134781.81818181818,47.27272727272727,5.909090909090909
브로코리(녹색꽃양배추),부산반여도매,20220301,제주 북제주군,브로코리(일반),180633.33333333334,59.561904761904756,7.190476190476191
브로코리(녹색꽃양배추),부산반여도매,20220301,제주 제주시,브로코리(일반),122083.33333333333,48.0,6.0
브로코리(녹색꽃양배추),부산반여도매,20220301,제주도,브로코리(일반),84975.0,42.65,4.5
브로코리(녹색꽃양배추),부산엄궁도매,20220301,서울 송파구,브로코리(일반),62172.0,16.0,2.0
브로코리(녹색꽃양배추),부산엄궁도매,20220301,수입산,브로코리(수입),600000.0,240.0,30.0
브로코리(녹색꽃양배추),부산엄궁도매,20220301,수입산,브로코리(일반),20000.0,10.0,1.0
브로코리(녹색꽃양배추),부산엄궁도매,20220301,제주 남제주군,브로코리(일반),167466.66666666666,66.66666666666667,8.333333333333334
브로코리(녹색꽃양배추),부산엄궁도매,20220301,제주 북제주군,브로코리(일반),120816.66666666667,46.0,5.75
브로코리(녹색꽃양배추),부산엄궁도매,20220301,제주도,브로코리(일반),199738.88888888888,72.88888888888889,9.11111111111111
브로코리(녹색꽃양배추),부산엄궁도매,20220301,제주도 제주시,브로코리(일반),71233.33333333333,37.333333333333336,4.666666666666667
브로코리(녹색꽃양배추),부산엄궁도매,20220301,중국,브로코리(일반),115000.0,40.0,5.0
브로코리(녹색꽃양배추),서울가락도매,20220301,경기도 광주시,뉴그린,109500.0,29.0,14.5
브로코리(녹색꽃양배추),서울가락도매,20220301,수입산,브로코리(수입),1150000.0,400.0,50.0
브로코리(녹색꽃양배추),서울가락도매,20220301,제주 북제주군,브로코리(일반),229285.7142857143,78.85714285714286,9.857142857142858
브로코리(녹색꽃양배추),서울가락도매,20220301,제주도 서귀포시,브로코리(일반),775541.6666666666,238.33333333333334,29.791666666666668
브로코리(녹색꽃양배추),서울가락도매,20220301,제주도 제주시,브로코리(일반),277729.03225806454,96.98064516129033,12.12258064516129
브로코리(녹색꽃양배추),서울가락도매,20220301,중국,브로코리(수입),1282407.4074074074,448.8888888888889,56.111111111111114
브로코리(녹색꽃양배추),서울강서도매,20220301,제주 남제주군,브로코리(일반),357000.0,120.0,15.0
브로코리(녹색꽃양배추),서울강서도매,20220301,제주 북제주군,브로코리(일반),227833.33333333334,76.0,9.5
브로코리(녹색꽃양배추),서울강서도매,20220301,제주 제주시,브로코리(일반),83125.0,28.0,3.5
브로코리(녹색꽃양배추),서울강서도매,20220301,제주도,브로코리(일반),630000.0,240.0,30.0
브로코리(녹색꽃양배추),서울강서도매,20220301,제주도 제주시,브로코리(일반),190250.0,73.6,9.2
브로코리(녹색꽃양배추),서울강서도매,20220301,중국,뉴그린,171428.57142857142,57.142857142857146,7.142857142857143
브로코리(녹색꽃양배추),수원도매시장,20220301,부산 강서구,브로코리(수입),300000.0,100.0,12.5
브로코리(녹색꽃양배추),수원도매시장,20220301,제주 남제주군,브로코리(일반),82800.0,26.666666666666668,3.3333333333333335
브로코리(녹색꽃양배추),수원도매시장,20220301,제주 제주시,브로코리(일반),119383.33333333333,41.333333333333336,5.166666666666667
브로코리(녹색꽃양배추),순천도매시장,20220301,제주 북제주군,브로코리(일반),149954.54545454544,61.09090909090909,7.636363636363637
브로코리(녹색꽃양배추),순천도매시장,20220301,제주 제주시,브로코리(일반),462000.0,176.0,22.0
브로코리(녹색꽃양배추),안산도매시장,20220301,서울특별시,뉴그린,67200.0,22.4,2.8
브로코리(녹색꽃양배추),안산도매시장,20220301,서울특별시,브로코리(일반),182178.0,48.0,6.0
브로코리(녹색꽃양배추),안산도매시장,20220301,제주 제주시,브로코리(일반),137333.33333333334,50.666666666666664,6.333333333333333
브로코리(녹색꽃양배추),안양도매시장,20220301,경기 여주군,뉴그린,60000.0,40.0,10.0
브로코리(녹색꽃양배추),안양도매시장,20220301,제주 북제주군,브로코리(일반),163000.0,66.66666666666667,8.333333333333334
브로코리(녹색꽃양배추),안양도매시장,20220301,중국,뉴그린,55000.0,20.0,2.5
브로코리(녹색꽃양배추),안양도매시장,20220301,중국,브로코리(수입),46000.0,16.0,2.0
브로코리(녹색꽃양배추),울산도매시장,20220301,서울 송파구,뉴그린,30081.0,8.0,1.0
브로코리(녹색꽃양배추),울산도매시장,20220301,제주 제주시,브로코리(일반),152436.36363636365,50.18181818181818,6.2727272727272725
브로코리(녹색꽃양배추),울산도매시장,20220301,제주도 제주시,브로코리(일반),91520.0,30.4,3.8
브로코리(녹색꽃양배추),울산도매시장,20220301,중국,브로코리(일반),105000.0,40.0,5.0
브로코리(녹색꽃양배추),익산도매시장,20220301,전북 익산시,브로코리(일반),186973.5,75.0,8.0
브로코리(녹색꽃양배추),익산도매시장,20220301,제주 제주시,브로코리(일반),69640.0,32.32,4.04
브로코리(녹색꽃양배추),인천구월도매,20220301,경기 부천시 소사구,브로코리(일반),54000.0,24.0,3.0
브로코리(녹색꽃양배추),인천구월도매,20220301,서울 송파구,브로코리(일반),197900.0,88.0,11.0
브로코리(녹색꽃양배추),인천구월도매,20220301,제주 제주시,브로코리(일반),108777.77777777778,43.55555555555556,5.444444444444445
브로코리(녹색꽃양배추),인천구월도매,20220301,제주도 제주시,브로코리(일반),110000.0,40.0,5.0
브로코리(녹색꽃양배추),인천삼산도매,20220301,경상북도 청도군,브로코리(일반),550000.0,200.0,25.0
브로코리(녹색꽃양배추),인천삼산도매,20220301,제주 북제주군,브로코리(일반),172333.33333333334,56.0,7.0
브로코리(녹색꽃양배추),인천삼산도매,20220301,제주 제주시,브로코리(일반),182444.44444444444,68.44444444444444,8.555555555555555
브로코리(녹색꽃양배추),인천삼산도매,20220301,제주도 제주시,브로코리(일반),117333.33333333333,50.666666666666664,6.333333333333333
브로코리(녹색꽃양배추),인천삼산도매,20220301,중국,뉴그린,360000.0,160.0,20.0
브로코리(녹색꽃양배추),인천삼산도매,20220301,중국,브로코리(수입),93750.0,30.0,3.75
브로코리(녹색꽃양배추),전주도매시장,20220301,서울 송파구,뉴그린,46130.5,12.0,1.5
브로코리(녹색꽃양배추),전주도매시장,20220301,제주 북제주군,브로코리(일반),199100.0,62.0,7.75
브로코리(녹색꽃양배추),전주도매시장,20220301,제주 제주시,브로코리(일반),108720.0,38.4,4.8
브로코리(녹색꽃양배추),정읍도매시장,20220301,광주광역시,브로코리(일반),45820.0,16.0,2.0
브로코리(녹색꽃양배추),진주도매시장,20220301,제주 제주시,브로코리(일반),90050.0,31.428571428571427,3.9285714285714284
브로코리(녹색꽃양배추),창원내서도매시장,20220301,서울특별시,뉴그린,29550.0,8.0,1.0
브로코리(녹색꽃양배추),창원내서도매시장,20220301,서울특별시 송파구,브로코리(수입),30200.0,8.0,1.0
브로코리(녹색꽃양배추),창원내서도매시장,20220301,제주 북제주군,브로코리(일반),133400.0,41.6,5.2
브로코리(녹색꽃양배추),창원내서도매시장,20220301,제주 제주시,브로코리(일반),154666.66666666666,48.0,6.0
브로코리(녹색꽃양배추),창원내서도매시장,20220301,제주도 제주시,브로코리(일반),54400.0,16.0,2.0
브로코리(녹색꽃양배추),창원팔용도매시장,20220301,제주 남제주군,브로코리(일반),137800.0,44.57142857142857,5.571428571428571
브로코리(녹색꽃양배추),창원팔용도매시장,20220301,제주 북제주군,브로코리(일반),105750.0,40.0,5.0
브로코리(녹색꽃양배추),창원팔용도매시장,20220301,제주 제주시,브로코리(일반),153400.0,52.0,6.5
브로코리(녹색꽃양배추),천안도매시장,20220301,서울특별시,브로코리(일반),22000.0,8.0,1.0
브로코리(녹색꽃양배추),천안도매시장,20220301,제주 북제주군,브로코리(일반),66300.0,25.6,3.2
브로코리(녹색꽃양배추),청주도매시장,20220301,서울 송파구,뉴그린,69630.0,24.0,3.0
브로코리(녹색꽃양배추),청주도매시장,20220301,제주 남제주군,브로코리(일반),216133.33333333334,73.33333333333333,9.166666666666666
브로코리(녹색꽃양배추),청주도매시장,20220301,제주 북제주군,브로코리(일반),102100.0,36.0,4.5
브로코리(녹색꽃양배추),청주도매시장,20220301,제주 제주시,브로코리(일반),243000.0,80.0,10.0
브로코리(녹색꽃양배추),청주도매시장,20220301,제주도,브로코리(일반),81613.33333333333,36.266666666666666,4.533333333333333
브로코리(녹색꽃양배추),청주도매시장,20220301,충북 청주시 상당구,브로코리(일반),89100.0,72.0,9.0
브로코리(녹색꽃양배추),춘천도매시장,20220301,서울 송파구,브로코리(일반),41340.0,12.0,1.5
브로코리(녹색꽃양배추),춘천도매시장,20220301,서울특별시,브로코리(일반),29630.0,8.0,1.0
브로코리(녹색꽃양배추),충주도매시장,20220301,수입산,브로코리(수입),27820.0,8.0,1.0
브로코리(녹색꽃양배추),포항도매시장,20220301,제주 북제주군,브로코리(일반),213600.0,84.0,10.5
블루베리,강릉도매시장,20220301,충남 논산시,블루베리(일반),170000.0,7.5,5.0
블루베리,강릉도매시장,20220301,호주,블루베리(수입),150000.0,10.0,10.0
블루베리,광주각화도매,20220301,칠레,블루베리(일반),1360000.0,146.25,97.5
블루베리,광주서부도매,20220301,칠레,블루베리(수입),121125.0,36.5625,24.375
블루베리,구리도매시장,20220301,경기 구리시,블루베리(일반),6750000.0,562.5,375.0
블루베리,구리도매시장,20220301,서울 동대문구,블루베리(일반),675000.0,56.25,37.5
블루베리,구미도매시장,20220301,대구광역시,블루베리(일반),69000.0,1.5,3.0
블루베리,대구북부도매,20220301,대구광역시,블루베리(일반),84000.0,6.0,4.0
블루베리,대구북부도매,20220301,수입산,블루베리(수입),241250.0,18.75,12.5
블루베리,대구북부도매,20220301,칠레,블루베리(수입),447875.0,30.0,25.0
블루베리,대구북부도매,20220301,칠레,블루베리(일반),788571.4285714285,63.92857142857143,41.42857142857143
블루베리,대구북부도매,20220301,필리핀,블루베리(수입),210000.0,15.0,10.0
블루베리,서울가락도매,20220301,경상남도 김해시,블루베리(일반),1671666.6666666667,17.666666666666668,17.666666666666668
블루베리,서울가락도매,20220301,미국,블루베리(수입),65000.0,10.0,1.0
블루베리,서울가락도매,20220301,전라북도 장수군,블루베리(일반),2100000.0,30.0,300.0
블루베리,서울가락도매,20220301,제주도 서귀포시,블루베리(일반),280000.0,6.0,6.0
블루베리,서울가락도매,20220301,칠레,블루베리(수입),2551666.6666666665,217.5,145.0
블루베리,서울강서도매,20220301,칠레,블루베리(수입),600000.0,45.0,30.0
블루베리,순천도매시장,20220301,원양산,블루베리(수입),370500.0,29.25,19.5
블루베리,안산도매시장,20220301,서울특별시,블루베리(수입),351000.0,39.0,19.5
블루베리,인천구월도매,20220301,칠레,블루베리(수입),540000.0,45.0,30.0
블루베리,인천삼산도매,20220301,칠레,블루베리(수입),132000.0,8.25,11.0
블루베리,포항도매시장,20220301,미국,블루베리(수입),138000.0,9.0,6.0
블루베리,포항도매시장,20220301,필리핀,블루베리(수입),69000.0,6.0,3.0
비름,대전노은도매,20220301,서울 송파구,기타비름,42542.0,8.0,2.0
비름,부산반여도매,20220301,경기도,참비름,46200.0,8.0,2.0
비름,안산도매시장,20220301,서울특별시,기타비름,60000.0,12.0,3.0
비름,인천구월도매,20220301,충남 공주시,기타비름,6000.0,8.0,2.0
비름,인천삼산도매,20220301,경기도,비름나물,12000.0,12.0,3.0
비름,청주도매시장,20220301,서울 송파구,기타비름,42200.0,8.0,2.0
비름,청주도매시장,20220301,서울 송파구,참비름,21300.0,4.0,1.0
비름,청주도매시장,20220301,서울특별시,기타비름,40090.0,8.0,2.0
비타민,강릉도매시장,20220301,경기 양평군,비타민(일반),8000.0,2.0,1.0
비타민,강릉도매시장,20220301,경기 이천시,비타민(일반),8000.0,2.0,1.0
비타민,광주서부도매,20220301,경기 포천시,비타민(일반),45000.0,20.0,10.0
비타민,광주서부도매,20220301,서울 송파구,비타민(일반),7480.0,2.0,1.0
비타민,대구북부도매,20220301,경기도 이천시,비타민(일반),75000.0,25.0,12.5
비타민,대전노은도매,20220301,경기도 용인시,비타민(일반),25440.0,6.0,3.0
비타민,대전노은도매,20220301,서울 송파구,비타민(일반),36285.0,14.0,7.0
비타민,대전노은도매,20220301,서울특별시,비타민(일반),16876.0,4.8,2.4
비타민,대전오정도매,20220301,서울 송파구,비타민(일반),25356.0,6.0,3.0
비타민,대전오정도매,20220301,서울특별시 강동구,비타민(일반),10700.0,2.6666666666666665,1.3333333333333333
비타민,부산반여도매,20220301,경기도,비타민(일반),15400.0,4.25,2.125
비타민,부산반여도매,20220301,서울 송파구,비타민(일반),23553.0,6.0,3.0
비타민,부산반여도매,20220301,서울특별시,비타민(일반),35321.0,10.0,5.0
비타민,부산엄궁도매,20220301,부산광역시,비타민(일반),7000.0,0.5,1.0
비타민,부산엄궁도매,20220301,서울 송파구,비타민(일반),81162.25,16.5,8.25
비타민,서울가락도매,20220301,경기도 광주시,기타,122400.0,46.0,23.0
비타민,서울가락도매,20220301,경기도 광주시,비타민(일반),34000.0,4.0,1.0
비타민,서울가락도매,20220301,경기도 안성시,기타,99390.0,51.06666666666667,25.533333333333335
비타민,서울가락도매,20220301,경기도 안성시,비타민(일반),77930.76923076923,40.92307692307692,20.46153846153846
비타민,서울가락도매,20220301,경기도 양평군,비타민(일반),133500.0,60.0,30.0
비타민,서울가락도매,20220301,경기도 이천시,기타,133075.0,50.0,25.0
비타민,서울가락도매,20220301,경기도 이천시,비타민(일반),80922.22222222222,42.44444444444444,21.22222222222222
비타민,서울가락도매,20220301,경기도 하남시,기타,69575.0,41.5,20.75
비타민,서울가락도매,20220301,경기도 하남시,비타민(일반),60666.666666666664,46.666666666666664,23.333333333333332
비타민,서울가락도매,20220301,서울특별시 강동구,기타,138013.63636363635,49.81818181818182,24.90909090909091
비타민,수원도매시장,20220301,서울 송파구,비타민(일반),33850.0,10.0,5.0
비타민,안양도매시장,20220301,경기 여주군,비타민(일반),80000.0,40.0,10.0
비타민,울산도매시장,20220301,서울 송파구,비타민(일반),6728.0,2.0,1.0
비타민,인천구월도매,20220301,경기 부천시 소사구,비타민(일반),8000.0,4.0,2.0
비타민,인천구월도매,20220301,서울 송파구,비타민(일반),85800.0,26.0,13.0
비타민,인천구월도매,20220301,전남 나주시,비타민(일반),18000.0,6.0,3.0
비타민,인천구월도매,20220301,충청남도 당진군,비타민(일반),60000.0,20.0,10.0
비타민,인천삼산도매,20220301,경기 이천시,비타민(일반),28000.0,14.0,7.0
비타민,인천삼산도매,20220301,전남 나주시,비타민(일반),12000.0,6.0,3.0
비타민,전주도매시장,20220301,서울 송파구,비타민(일반),13500.0,3.0,1.5
비타민,창원내서도매시장,20220301,서울특별시 송파구,비타민(일반),8700.0,2.0,1.0
비타민,창원팔용도매시장,20220301,경남 마산시,비타민(일반),12000.0,2.0,1.0
비타민,창원팔용도매시장,20220301,서울 송파구,비타민(일반),8979.0,2.0,1.0
비타민,청주도매시장,20220301,서울 송파구,비타민(일반),34759.166666666664,10.0,5.0
비타민,춘천도매시장,20220301,서울 송파구,비타민(일반),5100.0,0.5,1.0
비트(붉은사탕무우),강릉도매시장,20220301,경기 양평군,비트(일반),29000.0,10.0,1.0
비트(붉은사탕무우),강릉도매시장,20220301,경남 진주시,비트(일반),54500.0,20.0,2.0
비트(붉은사탕무우),광주각화도매,20220301,전남 장성군,비트(일반),73000.0,56.666666666666664,5.666666666666667
비트(붉은사탕무우),광주각화도매,20220301,제주 북제주군,비트(일반),96580.0,72.0,7.2
비트(붉은사탕무우),광주각화도매,20220301,제주 제주시,비트(일반),90000.0,65.0,6.5
비트(붉은사탕무우),광주서부도매,20220301,서울 송파구,비트(일반),71644.0,29.0,3.0
비트(붉은사탕무우),광주서부도매,20220301,전남 신안군,비트(일반),309450.0,165.0,16.5
비트(붉은사탕무우),광주서부도매,20220301,제주 북제주군,비트(일반),59166.666666666664,56.666666666666664,5.666666666666667
비트(붉은사탕무우),광주서부도매,20220301,제주 제주시,비트(일반),92833.33333333333,47.166666666666664,5.166666666666667
비트(붉은사탕무우),구리도매시장,20220301,강원 횡성군,비트(일반),214000.0,115.0,11.5
비트(붉은사탕무우),구리도매시장,20220301,강원도 횡성군,비트(일반),129250.0,118.33333333333333,11.833333333333334
비트(붉은사탕무우),구리도매시장,20220301,경기 구리시,비트(일반),78500.0,90.0,9.0
비트(붉은사탕무우),구리도매시장,20220301,제주도 제주시,비트(일반),120000.0,100.0,10.0
비트(붉은사탕무우),대구북부도매,20220301,경상북도 안동시,비트(일반),111000.0,60.0,6.0
비트(붉은사탕무우),대구북부도매,20220301,대구 북구,비트(일반),108000.0,90.0,9.0
비트(붉은사탕무우),대구북부도매,20220301,제주 북제주군,비트(일반),35000.0,30.0,3.0
비트(붉은사탕무우),대구북부도매,20220301,제주도,비트(일반),135000.0,100.0,10.0
비트(붉은사탕무우),대구북부도매,20220301,제주도 제주시,비트(일반),72725.0,55.0,5.5
비트(붉은사탕무우),대전노은도매,20220301,서울 송파구,비트(일반),64724.333333333336,23.333333333333332,2.3333333333333335
비트(붉은사탕무우),대전노은도매,20220301,서울특별시,비트(일반),101760.0,40.0,4.0
비트(붉은사탕무우),대전노은도매,20220301,제주 제주시,비트(일반),32700.0,42.5,4.25
비트(붉은사탕무우),대전노은도매,20220301,제주도 제주시,비트(일반),30000.0,30.0,3.0
비트(붉은사탕무우),대전오정도매,20220301,경남 의령군,비트(일반),315700.0,130.0,13.0
비트(붉은사탕무우),대전오정도매,20220301,서울 송파구,비트(일반),95000.0,50.0,5.0
비트(붉은사탕무우),대전오정도매,20220301,제주 북제주군,비트(일반),94066.66666666667,66.66666666666667,6.666666666666667
비트(붉은사탕무우),부산반여도매,20220301,경기도,비트(일반),286000.0,200.0,10.0
비트(붉은사탕무우),부산반여도매,20220301,제주 남제주군,비트(일반),20000.0,50.0,5.0
비트(붉은사탕무우),부산반여도매,20220301,제주 북제주군,비트(일반),60566.666666666664,58.333333333333336,5.833333333333333
비트(붉은사탕무우),부산반여도매,20220301,제주 제주시,비트(일반),111500.0,100.0,10.0
비트(붉은사탕무우),부산반여도매,20220301,제주도,비트(일반),63433.333333333336,99.1888888888889,8.666666666666666
비트(붉은사탕무우),부산엄궁도매,20220301,부산광역시,비트(일반),2000.0,0.1,1.0
비트(붉은사탕무우),부산엄궁도매,20220301,제주 남제주군,비트(일반),163900.0,110.0,11.0
비트(붉은사탕무우),부산엄궁도매,20220301,제주 북제주군,비트(일반),206320.0,140.0,14.0
비트(붉은사탕무우),부산엄궁도매,20220301,제주도,비트(일반),118975.0,100.0,10.0
비트(붉은사탕무우),부산엄궁도매,20220301,제주도 제주시,비트(일반),148066.66666666666,123.33333333333333,12.333333333333334
비트(붉은사탕무우),서울가락도매,20220301,강원 평창군,비트(일반),175500.0,100.0,10.0
비트(붉은사탕무우),서울가락도매,20220301,강원도 평창군,비트(일반),469025.0,247.5,24.15
비트(붉은사탕무우),서울가락도매,20220301,강원도 횡성군,비트(일반),551458.3333333334,251.66666666666666,25.166666666666668
비트(붉은사탕무우),서울가락도매,20220301,제주도 제주시,비트(일반),139269.23076923078,75.38461538461539,7.538461538461538
비트(붉은사탕무우),서울가락도매,20220301,충청북도 제천시,비트(일반),348000.0,240.0,24.0
비트(붉은사탕무우),서울강서도매,20220301,강원 횡성군,비트(일반),198750.0,147.5,14.75
비트(붉은사탕무우),서울강서도매,20220301,강원도 횡성군,비트(일반),48000.0,80.0,4.0
비트(붉은사탕무우),순천도매시장,20220301,전북 남원시,비트(일반),38100.0,40.0,4.0
비트(붉은사탕무우),순천도매시장,20220301,제주 남제주군,비트(일반),134500.0,115.0,11.5
비트(붉은사탕무우),순천도매시장,20220301,제주 북제주군,비트(일반),60000.0,50.0,5.0
비트(붉은사탕무우),안양도매시장,20220301,서울 송파구,비트(일반),56980.0,20.0,2.0
비트(붉은사탕무우),안양도매시장,20220301,서울특별시,비트(일반),58800.0,20.0,2.0
비트(붉은사탕무우),안양도매시장,20220301,충남 논산시,비트(일반),60000.0,55.0,5.5
비트(붉은사탕무우),울산도매시장,20220301,서울 송파구,비트(일반),31536.0,10.0,1.0
비트(붉은사탕무우),울산도매시장,20220301,울산 남구,비트(일반),45600.0,20.0,2.0
비트(붉은사탕무우),울산도매시장,20220301,제주 북제주군,비트(일반),75166.66666666667,76.66666666666667,7.666666666666667
비트(붉은사탕무우),익산도매시장,20220301,전북 익산시,비트(일반),93816.0,60.0,5.0
비트(붉은사탕무우),인천구월도매,20220301,강원 횡성군,비트(일반),130000.0,100.0,10.0
비트(붉은사탕무우),인천구월도매,20220301,강원도 횡성군,비트(일반),105428.57142857143,78.57142857142857,7.857142857142857
비트(붉은사탕무우),인천구월도매,20220301,서울 송파구,비트(일반),204000.0,240.0,24.0
비트(붉은사탕무우),인천구월도매,20220301,제주 서귀포시,비트(일반),56000.0,70.0,7.0
비트(붉은사탕무우),인천삼산도매,20220301,제주 서귀포시,비트(일반),306000.0,170.0,17.0
비트(붉은사탕무우),인천삼산도매,20220301,충청남도 논산시,비트(일반),88000.0,40.0,4.0
비트(붉은사탕무우),전주도매시장,20220301,서울 송파구,비트(일반),32404.0,10.0,1.0
비트(붉은사탕무우),정읍도매시장,20220301,광주광역시,비트(일반),45180.0,20.0,2.0
비트(붉은사탕무우),창원팔용도매시장,20220301,경남 마산시,비트(일반),30000.0,10.0,1.0
비트(붉은사탕무우),창원팔용도매시장,20220301,대구광역시 달성군,비트(일반),30400.0,20.0,2.0
비트(붉은사탕무우),청주도매시장,20220301,서울특별시,비트(일반),142425.0,50.0,5.0
비트(붉은사탕무우),청주도매시장,20220301,제주도,비트(일반),42000.0,40.0,4.0
빈스,대전오정도매,20220301,경기도 광주시,빈스(일반),2140.0,0.2,1.0
빈스,서울가락도매,20220301,전라남도 광양시,빈스(일반),175000.0,30.0,1.5
사과,강릉도매시장,20220301,경북 의성군,로얄부사,239000.0,100.0,10.0
사과,강릉도매시장,20220301,경북 의성군,미시마,288000.0,130.0,13.0
사과,강릉도매시장,20220301,경북 의성군,미안마,209850.0,75.0,7.5
사과,광주각화도매,20220301,경남 거창군,후지,188095.2380952381,80.71428571428571,8.071428571428571
사과,광주각화도매,20220301,경남 의령군,후지,55000.0,48.333333333333336,4.833333333333333
사과,광주각화도매,20220301,경남 함양군,후지,322967.7419354839,101.93548387096774,10.193548387096774
사과,광주각화도매,20220301,경북 안동시,미시마,752333.3333333334,180.0,18.0
사과,광주각화도매,20220301,경상남도 거창군,후지,116875.0,61.25,6.125
사과,광주각화도매,20220301,광주 북구,후지,302250.0,120.0,12.0
사과,광주각화도매,20220301,전남 곡성군,후지,173142.85714285713,68.57142857142857,6.857142857142857
사과,광주각화도매,20220301,전남 장성군,후지,170588.23529411765,81.17647058823529,8.117647058823529
사과,광주각화도매,20220301,충남 공주시,후지,3000000.0,1000.0,100.0
사과,광주서부도매,20220301,경남 거창군,후지,423416.6666666667,129.0,12.9
사과,광주서부도매,20220301,경남 함양군,후지,291100.0,94.8,9.48
사과,광주서부도매,20220301,경남 합천군,후지,324730.76923076925,141.53846153846155,14.153846153846153
사과,광주서부도매,20220301,경북 구미시,후지,288000.0,96.0,9.6
사과,광주서부도매,20220301,경북 안동시,미안마,356666.6666666667,213.33333333333334,21.333333333333332
사과,광주서부도매,20220301,경북 의성군,후지,347200.0,132.0,13.2
사과,광주서부도매,20220301,경상남도 거창군,후지,572166.6666666666,177.77777777777777,17.77777777777778
사과,광주서부도매,20220301,전남 곡성군,후지,462916.6666666667,160.0,16.0
사과,광주서부도매,20220301,전북 순창군,후지,308954.54545454547,97.27272727272727,9.727272727272727
사과,구리도매시장,20220301,경기 구리시,미시마,361181.8181818182,158.1818181818182,15.818181818181818
사과,구리도매시장,20220301,경기 구리시,후지,157500.0,115.0,11.5
사과,구리도매시장,20220301,경북 영천시,미시마,782000.0,294.54545454545456,29.454545454545453
사과,구리도매시장,20220301,경상북도 영천시,미안마,819333.3333333334,186.66666666666666,18.666666666666668
사과,구리도매시장,20220301,경상북도 영천시,후지,68272.72727272728,57.27272727272727,5.7272727272727275
사과,구리도매시장,20220301,경상북도 청송군,미시마,3628800.0,1152.0,72.0
사과,구리도매시장,20220301,경상북도 청송군,미안마,2999222.222222222,841.1111111111111,65.44444444444444
사과,구미도매시장,20220301,경북 구미시,후지,101300.0,57.5,5.75
사과,구미도매시장,20220301,경북 김천시,후지,211142.85714285713,85.71428571428571,8.571428571428571
사과,구미도매시장,20220301,경북 의성군,후지,177923.5294117647,72.3529411764706,7.235294117647059
사과,대구북부도매,20220301,경북 청송군,미안마,235704.54545454544,100.0,10.0
사과,대구북부도매,20220301,경상남도 거창군,후지,685333.3333333334,250.0,25.0
사과,대구북부도매,20220301,경상북도 군위군,미안마,402875.0,152.5,15.25
사과,대구북부도매,20220301,경상북도 군위군,미야비,240750.0,110.0,11.0
사과,대구북부도매,20220301,경상북도 성주군,후지,205071.42857142858,88.57142857142857,8.857142857142858
사과,대구북부도매,20220301,경상북도 영양군,미안마,350490.0,165.0,16.5
사과,대구북부도매,20220301,경상북도 의성군,로얄부사,167325.0,100.0,10.0
사과,대구북부도매,20220301,경상북도 의성군,미안마,260315.7894736842,88.94736842105263,8.894736842105264
사과,대구북부도매,20220301,경상북도 의성군,후지,251150.0,106.25,10.625
사과,대구북부도매,20220301,경상북도 청송군,로얄부사,245850.0,95.0,9.5
사과,대구북부도매,20220301,경상북도 청송군,미안마,240960.0,124.0,12.4
사과,대구북부도매,20220301,경상북도 포항시,후지,281662.5,110.0,11.0
사과,대구북부도매,20220301,대구 북구,미안마,167000.0,112.5,11.25
사과,대구북부도매,20220301,대구 북구,후지,164535.7142857143,60.714285714285715,6.071428571428571
사과,대구북부도매,20220301,대구광역시,미안마,747083.3333333334,275.0,27.5
사과,대전노은도매,20220301,경남 함양군,미시마,563860.0,184.0,18.4
사과,대전노은도매,20220301,경상남도 함양군,후지,378400.0,104.0,10.4
사과,대전노은도매,20220301,경상북도 영주시,후지,219930.76923076922,96.15384615384616,9.615384615384615
사과,대전노은도매,20220301,경상북도 영천시,미시마,289645.0,107.0,10.7
사과,대전노은도매,20220301,경상북도 의성군,후지,496775.0,131.25,13.125
사과,대전노은도매,20220301,대전 유성구,후지,574040.0,200.0,20.0
사과,대전노은도매,20220301,충남 공주시,후지,414930.0,187.0,18.7
