Date,AvgTemp,MinTemp,MaxTemp,Prec,MaxInsWind,MaxWind,AvgWind,AvgDewPoint,MinHum,AvgHum,SunTime,AvgGroundTemp,AvgGrassTemp
2012-06-03,20.8,14.2,28.9,0,6.3,250,4.8,14.2,34,69.5,10.5,31.4,9.5
2012-06-04,21.3,17,24.7,0,5.8,140,4.2,14.7,56,66.5,0.5,25.5,12.8
2012-06-05,23.1,19.5,28.1,0,6.3,250,4.9,17.1,48,71.1,7,32.2,16.3
2012-06-06,22.6,18.8,26.7,0,7.4,50,3.8,17.7,54,75.6,2.4,31.5,14.8
2012-06-07,23.1,19.6,29.3,0,5.4,250,4.3,17.4,48,72,6.8,35.2,17.6
2012-06-08,20.4,19.2,22.9,1,5.9,140,4.3,18.5,72,89.6,0,23.2,18.9
2012-06-09,21.9,18.6,26.6,0,5.7,160,4.3,18.2,58,80.8,1.8,27.8,18.2
2012-06-10,22.2,17.9,27.2,0,6.5,140,4.8,16.4,52,71.4,12.2,32.3,13.5
2012-06-11,20.8,17.4,26.5,0,5.4,160,4.3,16.5,53,78,1.9,29.1,14.1
2012-06-12,22.6,17.6,28.4,0,6.1,270,4.9,17.8,49,76.4,6.5,32,13.9
2012-06-13,22.8,19.9,27,0,7.5,140,6.1,17.1,54,71.6,11.8,33.3,15.5
2012-06-14,21.9,19.3,25.4,0,8.9,140,6.6,16.5,58,72.1,11.6,30.9,15.8
2012-06-15,20.8,18.1,22.3,1,9.1,110,6.6,17.6,73,82.1,0,22.4,14.9
2012-06-16,21.7,15.9,28.7,0,6.2,270,4.5,17.1,42,77.9,5.8,26.8,12.7
2012-06-17,22,17.1,29.1,0,5.7,250,4.6,17.4,48,77.8,5.6,29.4,13.2
2012-06-18,20.1,18.7,21.8,8,5.5,90,4.3,18.6,77,91.4,0,22.1,16.8
2012-06-19,23.5,19.7,29.2,2.5,6.8,340,4.7,18.9,48,77.8,7,29.2,19.6
2012-06-20,22.9,19,27,0,5.7,140,4.4,18.8,60,79.4,3.3,28.9,16.8
2012-06-21,23.4,19.7,30.1,0,5.6,230,4.3,18.3,46,74.8,7.3,28.9,17.6
2012-06-22,23,19.3,30,0,5.9,250,4.8,19.1,47,80.4,6.6,29.9,17.2
2012-06-23,22.8,18.9,28.1,0,6.4,140,5,18.1,49,76.4,5.6,27.7,16.2
2012-06-24,21.9,20.2,24,4.5,5.9,110,4.5,18.5,66,82,0.1,22.5,18.6
2012-06-25,23.7,19.7,28.8,0,7.3,110,5.6,16.3,43,65.4,11.1,31.6,17.5
2012-06-26,22.3,19.7,25.9,0,9.3,90,6.8,15.6,54,66.6,1.9,26.7,16.4
2012-06-27,22.6,21,26.8,0,8.1,90,6.4,17,59,71.1,1.6,26.5,17.1
2012-06-28,23.2,18.6,29.3,0,6.9,90,4.5,17.6,49,72.6,8.1,30.5,15.9
2012-06-29,21.7,19.9,23.5,14,6.9,110,5.2,19.7,74,89,0.2,24.6,16.5
2012-06-30,24.2,21.8,26.4,23.5,11,230,6.6,23.3,89,95.3,0,25.1,21.6
2012-07-01,22,21,24.7,1.5,5.9,320,2.8,20.7,76,93,0.1,24.7,20.8
2012-07-02,23.2,20.2,27.4,1.5,5.6,250,4,20.9,65,87.4,0.4,27.8,19.7
2012-07-03,22.8,20,28,0,6.9,250,5,21.1,71,90.6,1.1,25.3,19.3
2012-07-04,23.6,21.7,25.6,0.4,5.2,200,3.9,21.9,81,91,0,25.4,22.3
2012-07-05,25.6,23.3,28.5,11,8.3,230,5.7,24.2,82,92.4,0,27.1,23.1
2012-07-06,24.2,22.7,26.3,19.5,12.2,250,7.1,23.1,88,93.8,0,25.4,22.3
2012-07-07,23.8,21,29,0,6.1,320,4.4,19.9,54,79.6,5.7,30.5,19.7
2012-07-08,23.6,19.3,29.1,0,5.1,250,4.1,19.3,56,78.4,11.1,31.3,18.3
2012-07-09,24,18.6,29.7,0,5.4,140,3.7,19.7,47,79.1,5.7,29.1,0
2012-07-10,23.2,21.4,24.9,30,7.8,110,6.3,21.1,75,88.4,0,24.9,20.4
2012-07-11,24.3,22.7,25.7,30.5,11,230,6.7,23.7,93,96.6,0,25.5,23.3
2012-07-12,25.7,21.5,30.4,0,5.7,230,4.3,23.8,71,89.9,2.9,28.9,20.5
2012-07-13,25.5,23.4,30.2,10,8.1,320,5,24.1,77,92.4,0.5,29.5,24.3
2012-07-14,24.4,23.4,25.9,36.5,9.8,230,5.3,23.6,91,95.9,0,26,23.4
2012-07-15,24.8,22.6,27.6,6.5,9.2,250,5.9,23.2,79,91.3,0.1,26,22.8
2012-07-16,24.5,21.4,28.2,0,4.5,140,3.2,21.4,65,83.6,0.4,27.9,21.1
2012-07-17,24.5,22.8,27.3,25.5,6.4,90,4.6,23.1,83,92.5,0.6,25.8,23
2012-07-18,26,24.3,27.7,61.5,17.7,110,12.1,23.8,81,87.9,0.3,26.7,23.8
2012-07-19,25.6,23.7,29.4,2,13.2,230,8.5,24.2,77,92.8,0.5,28.4,23.5
2012-07-20,26.5,23.1,30.9,0,4.8,320,3.6,23.9,65,86.8,9.3,32.7,22.8
2012-07-21,26.7,21.9,31.8,0,6.1,230,4.3,23.8,65,85.5,4.8,32.3,22.1
2012-07-22,26.7,24.5,29.7,0,6.7,110,5.2,24.7,77,89.5,9.5,32.4,23.9
2012-07-23,27.5,24.4,33.4,0,5.9,140,4.1,24.5,54,84.9,4.5,31.8,23.4
2012-07-24,27.4,22.6,32.9,0,4.8,250,3.9,23.4,51,81.3,11,32.9,22.4
2012-07-25,27.3,22,33.6,0,4.9,250,3.6,22.8,50,79.4,11.8,33.3,21.6
2012-07-26,27.2,22,33.3,0,5.2,250,4.4,22.3,53,77.5,11.3,32.5,21.5
2012-07-27,27.2,22.8,32.2,0,5.6,250,4.4,24.2,66,85.1,7.3,33.1,22.4
2012-07-28,28.3,23.6,33.8,0,5.6,270,4.3,24.8,59,83.1,11.3,34.7,22.6
2012-07-29,28.5,25.1,33.1,0,6,250,4.5,24.9,60,82.5,11.8,35.8,23.8
2012-07-30,28.8,24.6,34.3,0,5.5,180,3.9,24.2,47,78.8,12,35.3,23.4
2012-07-31,28.6,24.3,34,0,4.7,250,3.7,24.5,54,80.3,10,35.6,22.9
2012-08-01,30.1,22.9,36,0,7.9,90,5.3,22.3,36,66.4,12.2,35.7,21
2012-08-02,28.6,27.9,30.3,0,11.3,110,8.2,23,59,72.3,0.4,29.8,25.4
2012-08-03,28.7,25.5,32.3,0,9.2,110,6.7,23,53,72.5,10.1,34.1,23.4
2012-08-04,28.9,23.7,33.8,0,6.1,110,4.5,23.5,50,75.3,10.4,35.3,22.6
2012-08-05,29.5,23,35.6,0,6.1,110,4.6,23.3,42,73,12,36.2,21.9
2012-08-06,29.1,25.2,33.7,0,5.9,140,4.3,24.2,58,76.1,9.3,36.6,23.8
2012-08-07,28.4,24.5,33.6,0,6.8,70,5.1,22.9,50,73.9,9.7,35.1,22.8
2012-08-08,27.3,24.5,31.3,0,6.9,110,4.5,21.1,54,69.4,4.2,30.5,22.7
2012-08-09,27.5,24.1,32.3,0,5.6,140,4.2,22.7,52,76.8,6.2,34.9,23.8
2012-08-10,25.1,22.4,29.8,9.5,5.2,110,3.6,21.9,61,83.5,0.8,27.8,23.5
2012-08-11,27.6,23.3,31.5,0,6.3,110,4.8,23.6,67,79.5,9.3,32.3,23.4
2012-08-12,28.6,24.9,33.3,0.5,8.3,200,5.1,25.1,59,82.4,5.3,32.5,24.7
2012-08-13,27.7,26,29.1,16,10.3,250,5.7,26,83,90.9,0,29.4,25.6
2012-08-14,26.9,25.8,29.6,0.5,7.6,90,5.5,25.2,80,91.1,0.5,30,25.3
2012-08-15,28.5,25.5,31.9,0.5,10.4,250,7.1,25.4,69,83.9,3.8,30.1,24.4
2012-08-16,27.9,23.5,33.1,20.5,8.4,250,5.7,25.7,64,88.4,4.8,28.6,22.7
2012-08-17,28.9,24.7,32.4,0.1,6.6,140,4.8,25.6,67,83.3,11.9,29.8,24.7
2012-08-18,29.2,26,32.9,0,5.8,250,4.6,25.5,60,81.9,9.6,30.6,26.2
2012-08-19,29,25,33.6,0,6.4,270,4.8,24.7,57,79.1,7.3,30.5,25.2
2012-08-20,28.3,26.1,30.7,0,5,180,3.6,25.3,69,84.4,0,28.2,26.2
2012-08-21,27.7,24.7,31.5,0,6,140,4.7,24.6,65,84,9.3,29.2,24.7
2012-08-22,25.7,23.6,29.1,11,8.7,320,4.8,24.3,76,92.6,0,25.6,23.4
2012-08-23,24.9,23.1,27.8,14.5,7.6,110,5.5,23.5,79,92.9,0.3,24.4,23.4
2012-08-24,24.4,23,26.4,108,9.4,160,6.4,23.6,87,95.6,0,22.1,23
2012-08-25,27.3,23.6,31.3,0,7.1,110,4.8,24.5,62,85.4,6.7,28.7,23.4
2012-08-26,27.8,22,32.1,0,9,110,6.2,22,54,72.6,10.8,27.2,22.2
2012-08-27,27.3,24.8,29.1,20.5,18.7,140,11.2,22,62,73.5,0,24.4,23.4
2012-08-28,24.4,23.2,26.2,183,30.5,90,18.6,22.7,77,90.9,0,24.3,22
2012-08-29,25.9,22.8,31.7,8,5.4,90,4,23.8,59,89.5,0.9,28.5,21.6
2012-08-30,23.9,21.7,26.5,95.5,16.4,20,10.4,21.4,67,86.5,1.2,24.6,19.4
2012-08-31,23.7,18.7,29.7,0,7.8,320,4.2,18.3,40,74.8,11.8,27.6,17
2012-09-01,23.1,17,29.4,0,5,320,3.4,19.7,52,83.5,8.8,26.8,15.2
2012-09-02,23.5,19,28.5,3,5.4,320,4.1,21.1,61,87.8,5,25.8,17.2
2012-09-03,23.8,19.5,29,0,6.5,140,5,20.6,57,84,7.2,27.3,17.9
2012-09-04,25,21.5,29.3,10,8.9,250,5.5,23,75,89.4,1.1,27,19.5
2012-09-05,23,18.7,27.7,5.5,6.5,340,3.5,19.7,56,83.3,5.5,27.3,16.9
2012-09-06,21.8,16.3,28.8,0,5.7,340,3.5,16.2,34,75.1,11.4,26.4,14.9
2012-09-07,23.1,15.4,27.9,35,12.1,250,7,20.4,66,86.3,4.4,25.1,13.9
2012-09-08,22.7,19.1,27.3,32.5,10.9,320,6.8,19.6,58,84.6,7.7,24.3,17.2
2012-09-09,19.7,19.1,20.6,37,4.4,110,3.3,19.3,87,97.6,0,20.9,18.7
2012-09-10,22.1,17.9,28.6,24,6.3,360,3.9,19,49,85.3,7.2,23.7,16.6
2012-09-11,21.8,16.8,27.7,0,5.9,110,3.4,18.2,47,81.9,4.2,23.1,15.4
2012-09-12,23.2,18.7,28.8,0,4.9,160,3.7,18.8,51,77.5,7.9,25.1,17
2012-09-13,22.2,20.3,24.5,2.5,7.4,340,5,20.2,69,88.9,0,23.1,19.3
2012-09-14,20.1,17.4,22.5,1,7.2,20,4.1,17,59,83.8,0,22.8,16.9
2012-09-15,20,16.9,23.4,0.5,5.9,340,4.1,16.6,60,82.3,0.1,24,16.3
2012-09-16,20.2,19,22,65.5,12.4,20,7.7,19.5,89,96.4,0,22.9,17.7
2012-09-17,19.1,17.6,20,88.5,20.1,360,11.9,17.9,87,93.3,0,20.3,16.7
2012-09-18,20,15,25.8,0,6.3,270,4.4,15.8,44,79.5,8.3,23.4,12.4
2012-09-19,18.3,12.9,25.2,0,7,270,4.3,14.4,44,81.4,8.9,22.9,10.5
2012-09-20,18.2,12.8,25.2,0,6.8,250,4.3,14.9,53,84.3,7.4,24,10.5
2012-09-21,18.8,12.8,25.8,0,5.1,340,3.4,14.3,31,79.4,6.5,23.9,10
2012-09-22,18,11.5,25.1,0,4.5,250,3.3,15.4,53,87,6.4,22.8,9.1
2012-09-23,19.2,13,27.3,0,7.4,320,3.8,15,35,81.3,9.7,24.1,11.7
2012-09-24,19.5,13.7,27,0,5.1,20,3.1,16.3,46,84.3,6.4,24.2,11.6
2012-09-25,19.5,12.7,26.7,0,5.8,110,4.1,15.2,43,80.1,10.1,24.5,10.7
2012-09-26,19.3,13.1,26.8,0,4.5,140,3.3,14.4,31,76.9,8.4,23.7,9.2
2012-09-27,19.4,14.6,25.6,0,5.2,90,3.7,15.2,43,80.1,4.4,23.9,11.8
2012-09-28,19.2,14.1,25.8,0,6.1,250,3.7,16.4,54,85.4,5.2,23.7,11.5
2012-09-29,18,12.8,22.6,0,9.6,340,4.8,11.9,41,70.4,9.5,22.8,9.7
2012-09-30,17.2,13.6,22.4,0,9.2,320,4.6,12.5,53,75.1,4,21.9,10
2012-10-01,16.8,10.9,23.8,0,7,320,4.3,13.5,53,83.5,5.2,21.9,8.2
2012-10-02,17.4,9.8,25.1,0,5.5,340,3.4,12.5,36,77.8,10.3,21.9,6.8
2012-10-03,17.5,10.4,26.3,0,7.1,290,4.1,13.2,36,79.5,9.3,21.7,7.7
2012-10-04,17.5,10.8,25.7,0,7.1,340,3.9,13.9,40,83.4,9.3,21.7,8.4
2012-10-05,17.4,10.6,24.3,0,4.8,340,3.6,14.4,50,85,3.3,21,7.1
2012-10-06,18.6,13.6,24.8,0,7.2,50,4.6,13.7,37,76.9,6.6,21.9,10.1
2012-10-07,17.2,9.5,24.9,0,4.6,180,3.4,13,45,80,7.3,21.3,6.3
2012-10-08,17.1,10.9,23.9,0,5.3,90,4.2,10.7,37,69.4,7.7,20.4,7.7
2012-10-09,15.7,8.5,23.1,0,5.5,90,4,11.4,38,79.5,5.3,19.8,5
2012-10-10,16.2,8.5,22.3,0,6.6,70,3.6,12,55,78.1,5.6,19,5.3
2012-10-11,15.1,8,20.2,0,10.1,20,4.9,4.9,27,53.9,10.3,17.4,3.7
2012-10-12,12.9,3.5,22.8,0,5.9,340,3.4,5.4,24,68.8,10.4,16.6,-0.1
2012-10-13,14.8,7.4,24.3,0,4.8,160,3.7,8.7,25,73.5,2,18.3,3.7
2012-10-14,16,9.5,25,0,6.8,340,4.2,10.8,27,77.5,6.2,18.8,5.4
2012-10-15,15,7.5,25,0,7.6,360,4.7,5.8,18,64.5,10.4,17.7,4.2
2012-10-16,17.1,6.3,23.3,0,7.7,90,5.3,11.6,50,72.3,10.3,18.3,2.9
2012-10-17,14.9,11.3,18.2,0.5,12.7,20,5.2,9.1,48,70.8,1.6,17.3,8.6
2012-10-18,13,4.2,18.3,0,9.5,20,5.8,-0.6,16,43,10.6,14.8,0
2012-10-19,11.1,1.3,22.1,0,6.4,360,3.9,5.1,34,71.8,9.9,14.5,-2
2012-10-20,12.7,5,22.2,0,5.4,270,3.5,7,22,75.4,3.5,16,1.3
2012-10-21,16.1,6.2,25.3,0,4.4,160,3.5,10.7,39,74,9.2,17.4,3
2012-10-22,17.9,13.2,22.1,20,12.2,230,8.4,14.5,67,81,0.1,18.5,11.5
2012-10-23,12.5,4.9,17,0,9.6,320,4.8,4.6,34,61.3,9.2,15.5,2.1
2012-10-24,11.5,2.5,20.6,0,4.8,250,3.9,6.5,29,76.6,9,14.9,0.4
2012-10-25,14.4,6.8,23.1,0,4.6,250,3.5,10.5,43,81,9.5,17.3,4.5
2012-10-26,17.1,9.6,22.3,0,7,110,5.1,11.1,33,70.8,4.8,17.7,6.7
2012-10-27,17.8,16.2,20.8,34,9.1,90,6.5,16.3,69,91.8,0,17.9,14.1
2012-10-28,16,11.6,20.6,0,10,320,4.7,11.4,55,74.9,7.4,17.7,7.3
2012-10-29,13.9,9.4,19.7,0,7.5,360,4.5,8.5,39,71.8,9.5,15.8,5.9
2012-10-30,11.9,6.1,14.9,0,10.3,320,5,4.6,45,62.1,5.5,15.3,2.4
2012-10-31,10.4,4.9,15.2,1,10.4,320,4.7,3.2,36,64.3,7.7,12.3,1.8
2012-11-01,8.8,1.5,13.2,0.1,10.9,340,5.6,0,34,57.4,8.5,11.4,-1.3
2012-11-02,7,-0.1,15.8,0,6.5,20,4,1,28,71.6,10,10.5,-2.5
2012-11-03,9.2,-0.3,18,0,6,110,4.5,2.7,22,69.1,9.8,10.9,-3.5
2012-11-04,11.9,5.4,14.8,7.5,8.6,140,6,9,63,84.1,0,12.4,3.1
2012-11-05,9.1,3.2,15,0.5,7.3,270,4.3,6.6,47,87.1,0.9,11.3,1
2012-11-06,11.9,7.6,15.2,4.5,8.7,340,5.4,6.4,56,69.8,3.2,12.9,4.6
2012-11-07,12.5,9.8,16.2,0,11.2,320,5.3,5.5,46,63.5,5.1,13.5,6.2
2012-11-08,11.6,6.2,16.2,0,5.3,290,3.2,8.1,49,81.3,2.2,14.4,4.3
2012-11-09,11.5,5.7,19,0,5.8,90,4,7.8,46,80.3,7.1,13.9,3.6
2012-11-10,14,12.4,16.4,8,14.4,110,8,7.9,52,67.8,0.6,12.9,10.1
2012-11-11,11.7,8.9,15.1,1,11.8,320,9,5.5,44,67.5,1,12.6,5.2
2012-11-12,10.8,7.8,14.5,0,9.8,320,5.9,1.1,40,52.3,7.1,11.7,3.9
2012-11-13,9.4,6,13.5,6,8,250,5.3,3.1,38,67.5,3.4,10.2,2.6
2012-11-14,7.5,4.8,10.6,2.5,10.1,320,4.7,2,50,69.5,3.6,10,3
2012-11-15,6.6,0.5,11.8,0,8,360,4.7,1.2,42,70.8,7.4,9.8,-2.9
2012-11-16,8.1,-0.7,16,6,3.8,200,2.7,5.9,52,88,1.5,10.2,-3.4
2012-11-17,9.1,6.5,11.9,8,11.2,340,5.2,3.9,46,71.6,3.4,10.8,1.7
2012-11-18,7.1,1.1,12.7,0,6,320,3.6,1.5,43,69.8,9.5,9.1,-2.9
2012-11-19,6.6,-0.7,13.6,0,13,340,5.8,1.6,44,73.8,5.7,8.1,-3.8
2012-11-20,6,1,9.6,0,8.4,340,4.7,-1.8,27,58.5,7.8,8.3,-2.1
2012-11-21,5.2,-2.5,10.8,0,2.6,50,1.9,0.6,43,75.3,0,7.5,-5.6
2012-11-22,9.1,3.3,15.4,0,4.1,290,2.9,2.5,31,65.9,7.2,10.2,-0.3
2012-11-23,7.9,5.5,10.8,0,9.5,340,4.7,1.1,53,62.8,2.1,9.6,2.8
2012-11-24,5.4,-0.7,9.7,0,7.8,340,4.1,-2.1,39,59.8,5.8,7.9,-5.1
2012-11-25,3.8,-3,9.3,2,4.4,340,2.9,0,40,79,4.8,5.8,-6.1
2012-11-26,6,4,10,4.5,11.8,70,5.2,0.8,40,71.3,2.8,7.5,0.9
2012-11-27,4.5,-0.2,9.7,0,5.8,340,2.7,-0.9,44,70,5,7,-3.8
2012-11-28,8.6,0.8,16.5,0,8.3,360,5.6,3.2,48,71.4,7.2,8.9,-1.8
2012-11-29,4.8,-2.3,9.3,0,8.2,320,4.9,-2.5,26,61,5.9,7.2,-6.4
2012-11-30,4,-2.9,9.7,0,6.2,340,3.6,-4,27,60.4,3.5,5.7,-6.6
2012-12-01,2.2,-3.4,6.9,0,9.5,20,4.5,-6.8,17,55.9,9.3,4.4,-7
2012-12-02,4.3,-2.5,11.3,0.4,6,340,3.7,0.4,53,77,5.5,6.6,-5.3
2012-12-03,4.4,-3.4,11.4,1,10,290,5.5,1,42,80.4,0.6,5.4,-6.3
2012-12-04,2.6,-0.6,6,1,9.7,340,5,-2.5,42,71.1,6.2,4.8,-4.3
2012-12-05,3.1,-1.6,9.5,5,13.4,320,7.8,0.3,46,83.1,3.2,4.8,-4.9
2012-12-06,-0.3,-2.4,2.8,1,10.2,340,5.8,-3.4,61,80,6.7,4,-5.6
2012-12-07,3.8,-2.6,11.2,5.5,9.4,340,5.3,0.6,54,80.9,3,4.7,-6.1
2012-12-08,0.9,-2.2,4,4,11,340,5.6,-2.3,57,79.6,2.3,4.1,-5.7
2012-12-09,-1.4,-4.6,1.5,0.2,10.2,320,5.8,-5.2,57,76.1,6.4,2.9,-8.6
2012-12-10,-1.4,-5.8,3.6,0,7.2,320,3.7,-5.5,51,75,9.2,1.8,-8.7
2012-12-11,0.4,-3,4.3,0,7.4,340,3.9,-4.6,55,69.6,6.5,2.7,-6.6
2012-12-12,-0.2,-5.3,5.7,0,6.7,20,4,-5.3,33,70.9,9.4,1.9,-9.2
2012-12-13,2.6,-7.1,11.6,0,5.2,90,4.4,-2.7,23,72.9,7.9,2.6,-10.3
2012-12-14,11.3,6.1,16,21.5,7.9,200,5.7,9.8,69,91.5,0,8.8,4.3
2012-12-15,7.8,5.7,11.2,1,7.9,360,4.9,5.2,71,84.3,0,8.3,2.3
2012-12-16,5.9,-0.1,12.4,0,6.5,340,3.4,2.7,55,81.3,9,6.2,-4.3
2012-12-17,5.1,2.7,8.2,0.3,10.2,320,4.3,0.8,53,74.5,1,6.7,1.8
2012-12-18,0.3,-1.4,2.8,0.5,10.5,20,4.9,-5.1,51,67.6,2.5,3.9,-2.9
2012-12-19,-0.3,-2.3,3.3,0,7,340,3.8,-6.4,50,63.8,7.1,2.9,-6.9
2012-12-20,1.6,-2.3,6.2,0,8.3,360,5.6,-7.5,31,52.4,6.7,2.4,-5.6
2012-12-21,5.4,4,6.7,8,7.6,90,6.1,2.4,40,82.5,0,5,2.3
2012-12-22,3,0.9,4.5,0,9.8,110,4.7,-1.9,55,70.3,1.4,4.4,-3.1
2012-12-23,-1.7,-4.6,2.4,1.5,9.8,320,4.9,-4.5,62,81.4,1.6,2.5,-8.7
2012-12-24,-4,-10.3,2.1,0.1,4.6,320,2.7,-6.4,59,84.1,8,1.9,-13.4
2012-12-25,-0.5,-4.6,3.9,0,9.2,360,4.8,-5.3,52,69.9,1.9,2,-6.4
2012-12-26,-4.5,-8,0.6,0,9,20,5.4,-13.7,27,50.6,9.1,-0.5,-10.8
2012-12-27,-1.3,-9.1,6.1,0,4,290,2.7,-9.1,27,59.1,7.2,0.8,-11.2
2012-12-28,1.1,-1.3,4.3,12.5,8,340,6,0.2,68,94.3,1.7,2.6,-5.7
2012-12-29,0.9,-3.5,5.7,5,8.7,340,5.7,-0.4,70,91.8,1.6,2.6,-7
2012-12-30,-0.5,-2.3,0.9,5.5,10.5,290,5,-2.8,68,85.1,0.6,2.4,-2.2
2012-12-31,-1.8,-5.1,2.3,2,8.9,320,4.7,-4.7,65,81,4,2.4,-6.8
2013-01-01,0.6,-5.3,7.3,0,8.5,250,5.1,-2.5,45,82.1,3.7,2.3,-7.3
2013-01-02,-1,-5.3,3.9,0,8.2,320,4.9,-6.1,54,68.1,4.8,1.8,-7.2
2013-01-03,-5.2,-7,-1.9,0,8.9,360,4.4,-11.5,44,61.9,5.4,-0.5,-9.2
2013-01-04,-4.1,-7,-0.1,0,8.8,340,5.2,-12.2,32,54.3,9.3,-0.7,-10.3
2013-01-05,-2.1,-6.8,2.7,0,7.5,340,4.3,-9.2,42,60,8.4,-0.4,-9.4
2013-01-06,-1.1,-4.7,3.8,0,6.5,360,3.1,-5.5,49,73.4,7.3,0.5,-8.7
2013-01-07,-0.8,-4.5,3.1,0,8.2,340,4.9,-10.3,25,50,7.6,0.2,-8.3
2013-01-08,-0.3,-6.3,5.2,0,8.6,360,4.8,-8.3,35,56.5,9,0.2,-9.5
2013-01-09,-2.3,-6,1.6,0,11.1,360,5.1,-8.4,41,63.3,3.4,0,-8.9
2013-01-10,-3.6,-7.9,1.3,0,7.4,20,4.9,-12.7,24,52,9.5,-0.2,-12.3
2013-01-11,-3.6,-12.1,5.5,0,4.3,320,2.9,-11,21,62,8.5,-0.7,-15.3
2013-01-12,0.8,-5.3,10.4,0,6.8,340,4.7,-2.8,47,78.5,6.7,0.9,-9.1
2013-01-13,-1,-4.4,3.6,0,3.9,290,2.8,-2,74,93.1,0,1.1,-8.2
2013-01-14,0.9,-6,6.6,0,9.1,320,4.8,-4.3,37,69.8,6.5,1.1,-10.4
2013-01-15,-1,-7.5,7.9,0,5.2,320,3.3,-6.5,31,69.8,8.5,1.3,-11.3
2013-01-16,0.5,-5.9,5.9,0,10,320,4.6,-3.4,57,75.9,0,1.3,-9.2
2013-01-17,-0.3,-2.3,2,0,11,340,5,-6.8,50,61.6,1.5,2,-5.9
2013-01-18,-1.2,-6.2,4.5,0,8.5,340,4.6,-6.2,50,69.6,8.7,0.9,-10.8
2013-01-19,1.9,-4.4,7.8,0,6.8,340,3.8,-4,44,66.5,2.7,2.4,-7.4
2013-01-20,3.6,-5.4,9.9,0.3,7.4,140,5.6,-0.6,51,76.3,4.4,3.2,-8.9
2013-01-21,7.8,5.6,9,12,9.3,110,6.5,6.5,74,92.3,0,6.8,4.9
2013-01-22,4.6,3.8,5.8,0.5,8.8,340,4.4,2.5,76,87.1,0,5.6,2
2013-01-23,3.1,-1.2,5.1,1,5.7,340,3.1,1.5,74,89.8,0,5.1,-6.1
2013-01-24,1.4,-3.4,6.5,0,9.9,340,4.2,-1.4,54,83,0,2,-7.6
2013-01-25,-0.8,-2.6,1.8,0,11,320,5.7,-7.2,46,62.3,7.8,1.6,-5.7
2013-01-26,-1.8,-3,1.3,0,11,320,4.9,-7.3,48,66.8,5.3,1.8,-5.2
2013-01-27,-0.3,-1.3,2.3,0,12.1,320,5.6,-5.7,49,67,3.1,1.5,-4.4
2013-01-28,0.2,-6,6.7,0,7.2,340,4.3,-4.4,47,73.4,8.9,2.3,-9.4
2013-01-29,2.8,-4.8,11.2,0,5.5,270,3.7,-0.4,50,82.1,4.9,3.4,-8.2
2013-01-30,5.9,-3.2,15.5,0,5.1,140,4.1,1.4,40,76,8.2,5,-6.6
2013-01-31,10.3,7.1,13.7,2.5,10.2,140,6.9,4.5,51,68.3,1.2,7.7,5
2013-02-01,11.7,6.3,16.5,23,13.1,230,7.9,10.8,84,95,0,10.4,5.6
2013-02-02,3,-1.5,6.6,0,9.5,340,4.1,-3.4,35,64.1,8.4,6.4,-5.8
2013-02-03,2.5,-4.7,7.3,5.5,7.5,110,5.8,-2,41,74.3,0,4.1,-8.1
2013-02-04,5.2,0.5,11,2,9.9,340,5.1,2.4,60,83.3,3.5,7.2,-1.8
2013-02-05,2.9,-0.9,6,6,7.3,340,5.3,1.7,69,92,0,4.5,-3
2013-02-06,2.2,1.6,4,2.5,9.6,340,5.1,-0.6,61,82,0.3,4.8,-0.4
2013-02-07,-3.3,-6.5,2.6,0.1,11.2,360,5.6,-8.4,51,67.9,1.3,1.5,-7.4
2013-02-08,-5.3,-7.1,-2.1,0,8.3,50,4.6,-11.1,42,64.3,6.7,0.9,-9.4
2013-02-09,-3,-8,1.9,0,9.6,360,4.6,-8,47,69.4,8.6,1,-10.7
2013-02-10,0.4,-5.7,6.7,0,7.5,340,4.1,-4.6,49,70.9,7,2.2,-9.6
2013-02-11,-1.1,-3.9,3.2,0,7.7,320,4.4,-7.4,35,64,9.6,2.2,-7.3
2013-02-12,-0.8,-4.9,2.4,0.5,8.2,340,3.7,-3.5,58,82.3,0.9,1.3,-8.4
2013-02-13,1,-5.8,6.2,0,6.7,360,4.3,-4.8,39,67.5,9.5,3,-9.9
2013-02-14,2.9,-2.2,7.9,0,5.9,320,3.1,-2.8,34,68.4,4.3,4.4,-4.1
2013-02-15,2.7,-1.7,7.2,0,10.3,320,5,-6.3,27,53.1,8.6,5.1,-6.2
2013-02-16,0.2,-4.1,6.4,0,8.7,340,3.9,-7.6,33,57.8,9.9,3.4,-8.3
2013-02-17,4.2,-3.7,7,10.5,6.1,140,4.5,0.3,51,77.1,0,3,-7.5
2013-02-18,3.9,1.5,6.4,1.5,8,340,4.7,-0.9,50,72.8,0,5,0.5
2013-02-19,0.8,-1.7,4.8,0,10.7,340,6,-11.8,22,39.8,6.6,3.5,-5.1
2013-02-20,-0.2,-4.6,5.6,0,8.2,20,4.4,-10.5,17,49.5,10,2.8,-7.9
2013-02-21,0.6,-5.3,6.9,0,8.4,320,4.8,-7.8,21,57.5,9.3,3.3,-8
2013-02-22,2.7,-3.9,9.4,0,7,250,4.2,-1.9,33,73.4,5.6,3.7,-6.7
2013-02-23,0.9,-3.6,6.3,0,9.6,320,5.1,-8.3,26,52.6,10.6,3.7,-8.5
