,Date,AvgTemp,MaxTemp,MinTemp,Prec,MaxInsWind,MaxWind,AvgWind,AvgDewPoint,MinHum,AvgHum,SunTime,AvgGroundTemp,AvgGrassTemp
713,2015-12-16,10.04,5.45,14.66,131.802,9.17,5.46,2.07,6.65,59.26,81.07,10.31,10.28,2.65
714,2015-12-17,9.8,5.2,14.4,116.302,9.23,5.47,2.08,6.39,58.94,80.9,10.29,10.06,2.45
715,2015-12-18,9.56,5.05,14.07,117.6019,9.33,5.45,2.1,6.22,59.62,81.14,10.27,9.76,2.34
716,2015-12-19,9.31,4.91,13.78,117.602,9.34,5.45,2.1,6.01,59.92,81.29,10.24,9.48,2.15
717,2015-12-20,9.14,4.7,13.71,117.602,9.18,5.38,2.06,5.91,60.14,81.63,10.22,9.25,1.9
718,2015-12-21,9.03,4.58,13.59,121.2019,8.98,5.32,2.02,5.94,60.54,82.28,10.2,9.03,1.78
719,2015-12-22,9.01,4.54,13.58,124.5019,9.03,5.32,2.03,5.95,60.9,82.44,10.19,9.0,1.71
720,2015-12-23,8.95,4.44,13.5,124.7019,8.93,5.27,2.04,5.9,61.18,82.46,10.17,8.85,1.6
721,2015-12-24,8.93,4.49,13.31,129.6018,8.91,5.25,2.05,5.93,62.2,82.73,10.15,8.73,1.6
722,2015-12-25,8.81,4.48,13.05,129.6018,9.03,5.29,2.08,5.8,62.36,82.57,10.13,8.54,1.6
723,2015-12-26,8.54,4.22,12.72,129.6018,9.16,5.35,2.1,5.48,62.06,82.25,10.12,8.29,1.28
724,2015-12-27,8.3,3.92,12.57,125.6018,9.04,5.26,2.05,5.23,61.66,82.21,10.1,8.02,0.97
725,2015-12-28,8.01,3.62,12.29,118.0019,9.07,5.24,2.03,4.84,60.94,81.66,10.09,7.77,0.65
726,2015-12-29,7.66,3.26,11.97,109.2019,9.18,5.27,2.01,4.43,60.3,81.25,10.07,7.46,0.2
727,2015-12-30,7.38,2.9,11.79,109.102,9.12,5.26,1.98,4.12,59.74,81.07,10.06,7.22,-0.23
728,2015-12-31,7.2,2.69,11.7,109.1019,9.08,5.26,1.96,3.95,59.38,81.09,10.05,7.04,-0.49
729,2016-01-01,7.03,2.55,11.44,109.7018,9.19,5.3,1.97,3.77,59.36,81.06,10.03,6.88,-0.66
730,2016-01-02,6.73,2.22,11.21,109.7019,9.09,5.22,1.91,3.53,59.48,81.29,10.02,6.6,-0.99
731,2016-01-03,6.57,1.94,11.18,93.602,8.92,5.1,1.82,3.35,59.28,81.19,10.01,6.45,-1.32
732,2016-01-04,6.37,1.65,11.1,92.8021,8.9,5.07,1.81,3.14,58.54,81.12,10.0,6.3,-1.64
733,2016-01-05,6.23,1.5,10.94,92.8021,8.94,5.1,1.83,2.96,58.34,80.93,9.99,6.15,-1.82
734,2016-01-06,5.97,1.3,10.64,87.6021,8.82,5.03,1.82,2.58,57.4,80.28,9.98,5.93,-2.01
735,2016-01-07,5.72,0.97,10.43,87.4022,8.91,5.07,1.84,2.22,56.36,79.62,9.97,5.67,-2.38
736,2016-01-08,5.49,0.75,10.22,78.0022,8.92,5.05,1.83,1.91,55.38,79.2,9.97,5.43,-2.62
737,2016-01-09,5.3,0.52,10.07,73.9022,9.02,5.1,1.84,1.65,54.6,78.76,9.96,5.22,-2.97
738,2016-01-10,5.06,0.27,9.84,73.7023,9.05,5.1,1.83,1.37,54.28,78.48,9.96,4.96,-3.24
739,2016-01-11,4.88,0.06,9.66,73.7023,9.08,5.1,1.83,1.14,53.68,78.21,9.95,4.79,-3.46
740,2016-01-12,4.69,-0.04,9.4,73.7023,9.17,5.13,1.86,0.82,53.08,77.56,9.95,4.62,-3.6
741,2016-01-13,4.43,-0.36,9.18,72.6023,9.21,5.11,1.86,0.47,52.52,77.0,9.94,4.4,-3.93
742,2016-01-14,4.24,-0.55,8.97,72.9022,9.17,5.1,1.87,0.3,52.76,77.04,9.94,4.19,-4.19
743,2016-01-15,4.1,-0.76,8.91,61.7022,9.18,5.14,1.88,0.09,52.26,76.68,9.94,4.06,-4.47
744,2016-01-16,4.07,-0.89,8.98,56.0023,8.95,5.02,1.81,0.02,51.96,76.48,9.94,4.04,-4.68
745,2016-01-17,4.04,-1.01,9.06,55.3024,8.85,4.97,1.77,-0.04,51.56,76.37,9.94,4.04,-4.79
746,2016-01-18,4.04,-1.03,9.06,67.4023,8.94,5.02,1.8,-0.05,51.56,76.31,9.94,3.98,-4.79
747,2016-01-19,3.89,-1.1,8.87,67.9022,9.18,5.13,1.87,-0.2,51.64,76.29,9.94,3.83,-4.85
748,2016-01-20,3.69,-1.22,8.57,69.6022,9.39,5.22,1.93,-0.4,51.68,76.21,9.94,3.67,-4.89
749,2016-01-21,3.52,-1.25,8.27,69.6022,9.54,5.25,1.96,-0.6,52.38,75.96,9.95,3.54,-4.89
750,2016-01-22,3.27,-1.42,7.99,68.4023,9.52,5.25,1.98,-0.9,52.36,75.66,9.95,3.38,-5.04
751,2016-01-23,3.12,-1.54,7.85,68.4024,9.44,5.22,1.93,-1.07,52.1,75.54,9.96,3.27,-5.18
752,2016-01-24,2.9,-1.76,7.63,70.6024,9.48,5.2,1.91,-1.25,51.72,75.7,9.96,3.15,-5.36
753,2016-01-25,2.63,-1.97,7.34,73.3023,9.62,5.26,1.97,-1.47,51.78,75.93,9.97,3.01,-5.38
754,2016-01-26,2.49,-2.02,7.15,73.7022,9.64,5.28,2.0,-1.56,52.34,76.17,9.97,2.86,-5.27
755,2016-01-27,2.4,-2.0,7.03,73.7021,9.61,5.28,1.98,-1.59,52.64,76.43,9.98,2.78,-5.13
756,2016-01-28,2.31,-2.09,6.94,73.7021,9.46,5.21,1.94,-1.63,52.94,76.69,9.99,2.64,-5.13
757,2016-01-29,2.2,-2.05,6.69,89.5021,9.43,5.19,1.93,-1.69,53.72,76.97,10.0,2.5,-5.02
758,2016-01-30,2.03,-2.21,6.55,76.4021,9.41,5.17,1.9,-1.85,53.98,77.01,10.01,2.37,-5.16
759,2016-01-31,1.89,-2.38,6.45,73.8022,9.43,5.21,1.91,-1.96,54.28,77.14,10.02,2.24,-5.39
760,2016-02-01,1.73,-2.54,6.28,73.8022,9.52,5.21,1.92,-2.12,54.36,77.1,10.03,2.09,-5.6
761,2016-02-02,1.49,-2.73,6.02,73.8021,9.74,5.28,1.96,-2.37,54.64,76.96,10.05,1.88,-5.79
762,2016-02-03,1.24,-3.02,5.82,72.2021,9.82,5.27,1.97,-2.69,54.22,76.56,10.06,1.68,-6.14
763,2016-02-04,1.05,-3.27,5.7,72.0022,9.79,5.25,1.95,-2.9,53.96,76.44,10.07,1.54,-6.44
764,2016-02-05,0.98,-3.42,5.7,70.2023,9.69,5.2,1.89,-2.97,53.86,76.43,10.09,1.49,-6.65
765,2016-02-06,1.0,-3.46,5.76,68.9024,9.64,5.23,1.89,-3.01,53.4,76.18,10.1,1.47,-6.75
766,2016-02-07,0.98,-3.51,5.7,69.1023,9.75,5.27,1.9,-3.05,53.34,76.0,10.12,1.42,-6.82
767,2016-02-08,0.94,-3.54,5.58,69.1023,9.81,5.3,1.92,-3.16,53.2,75.63,10.13,1.41,-6.87
768,2016-02-09,0.91,-3.65,5.59,65.5024,9.97,5.41,1.96,-3.28,52.56,75.2,10.15,1.36,-7.0
769,2016-02-10,0.83,-3.72,5.53,62.2025,10.09,5.46,1.98,-3.47,51.84,74.67,10.17,1.3,-7.1
770,2016-02-11,0.77,-3.79,5.52,62.0026,10.11,5.48,1.98,-3.65,50.88,74.25,10.19,1.29,-7.2
771,2016-02-12,0.83,-3.77,5.61,57.2026,10.26,5.59,2.05,-3.67,50.32,73.82,10.2,1.34,-7.14
772,2016-02-13,1.01,-3.56,5.77,70.2025,10.22,5.61,2.08,-3.43,50.92,74.18,10.22,1.49,-6.91
773,2016-02-14,1.23,-3.37,5.98,79.0024,10.28,5.65,2.09,-3.12,51.94,74.72,10.24,1.66,-6.62
774,2016-02-15,1.16,-3.34,5.87,79.1024,10.56,5.75,2.19,-3.2,52.2,74.59,10.27,1.62,-6.54
775,2016-02-16,1.09,-3.41,5.76,79.1023,10.6,5.76,2.21,-3.23,52.34,74.8,10.29,1.59,-6.62
776,2016-02-17,1.12,-3.42,5.81,79.1023,10.64,5.83,2.26,-3.23,52.08,74.65,10.31,1.6,-6.63
777,2016-02-18,1.15,-3.4,5.8,79.1023,10.64,5.83,2.27,-3.25,51.88,74.39,10.33,1.63,-6.62
778,2016-02-19,1.15,-3.4,5.83,79.1024,10.72,5.9,2.29,-3.25,51.68,74.41,10.35,1.67,-6.62
779,2016-02-20,1.19,-3.38,5.93,78.5025,10.62,5.87,2.27,-3.27,50.98,74.19,10.38,1.71,-6.59
780,2016-02-21,1.23,-3.28,5.91,78.5025,10.82,5.93,2.3,-3.3,50.54,73.86,10.4,1.79,-6.48
781,2016-02-22,1.14,-3.35,5.76,78.5025,10.93,5.98,2.33,-3.48,49.94,73.31,10.42,1.8,-6.57
782,2016-02-23,1.1,-3.36,5.61,78.5024,10.93,6.0,2.32,-3.61,49.62,72.9,10.45,1.73,-6.54
783,2016-02-24,1.05,-3.36,5.56,78.5023,11.0,5.99,2.31,-3.69,49.38,72.68,10.48,1.73,-6.5
784,2016-02-25,1.01,-3.36,5.53,76.3023,11.14,6.04,2.34,-3.72,49.68,72.69,10.5,1.72,-6.52
785,2016-02-26,0.94,-3.45,5.52,76.3022,11.14,6.05,2.32,-3.81,49.26,72.7,10.53,1.73,-6.62
786,2016-02-27,0.95,-3.59,5.6,76.3022,11.1,6.07,2.31,-3.79,49.52,72.8,10.56,1.72,-6.83
787,2016-02-28,1.06,-3.55,5.76,76.3022,11.12,6.08,2.31,-3.67,49.24,72.9,10.58,1.88,-6.75
788,2016-02-29,1.2,-3.43,5.97,77.6021,11.25,6.17,2.35,-3.51,49.3,73.03,10.61,2.02,-6.59
789,2016-03-01,1.15,-3.41,5.86,78.202,11.46,6.28,2.42,-3.57,49.4,72.91,10.64,2.0,-6.57
790,2016-03-02,1.1,-3.49,5.85,78.202,11.49,6.3,2.41,-3.6,49.36,72.99,10.67,2.03,-6.68
791,2016-03-03,1.12,-3.57,5.97,78.2021,11.38,6.31,2.39,-3.52,49.24,73.36,10.7,2.12,-6.79
792,2016-03-04,1.28,-3.62,6.23,77.9021,11.31,6.28,2.36,-3.35,49.14,73.52,10.73,2.29,-6.82
793,2016-03-05,1.53,-3.28,6.47,101.2021,11.25,6.24,2.35,-3.0,49.84,74.05,10.76,2.46,-6.44
794,2016-03-06,1.83,-2.91,6.68,137.202,11.41,6.35,2.42,-2.63,50.7,74.43,10.79,2.68,-6.02
795,2016-03-07,1.97,-2.73,6.8,137.202,11.4,6.35,2.44,-2.44,50.68,74.72,10.82,2.84,-5.86
796,2016-03-08,2.09,-2.66,6.97,125.1021,11.34,6.35,2.44,-2.29,50.94,74.88,10.85,2.99,-5.81
797,2016-03-09,2.21,-2.58,7.08,145.3021,11.13,6.26,2.4,-2.2,50.36,74.79,10.88,3.11,-5.71
798,2016-03-10,2.32,-2.47,7.24,146.9021,11.01,6.19,2.38,-2.16,49.98,74.43,10.91,3.22,-5.64
799,2016-03-11,2.4,-2.41,7.32,146.9022,11.02,6.23,2.4,-2.2,49.24,73.99,10.94,3.29,-5.57
800,2016-03-12,2.47,-2.39,7.41,146.9022,11.06,6.24,2.4,-2.21,48.84,73.67,10.97,3.35,-5.58
801,2016-03-13,2.57,-2.42,7.59,146.9022,10.94,6.17,2.33,-2.14,48.46,73.65,11.01,3.49,-5.65
802,2016-03-14,2.77,-2.24,7.8,144.7022,10.8,6.13,2.29,-1.97,48.62,73.6,11.04,3.61,-5.52
803,2016-03-15,2.99,-2.07,8.1,142.0023,10.74,6.1,2.26,-1.78,48.54,73.41,11.07,3.77,-5.56
804,2016-03-16,3.15,-2.06,8.4,141.6024,10.68,6.08,2.24,-1.73,47.66,73.0,11.11,3.96,-5.74
805,2016-03-17,3.32,-1.96,8.65,141.6025,10.67,6.06,2.24,-1.6,47.5,72.85,11.14,4.19,-5.75
806,2016-03-18,3.52,-1.85,8.89,142.5024,10.76,6.14,2.27,-1.45,47.14,72.63,11.17,4.46,-5.7
807,2016-03-19,3.72,-1.65,9.1,136.2024,10.78,6.15,2.29,-1.26,47.16,72.63,11.21,4.67,-5.54
808,2016-03-20,3.83,-1.64,9.28,117.8025,10.89,6.21,2.34,-1.19,46.42,72.41,11.24,4.81,-5.6
809,2016-03-21,3.91,-1.64,9.44,117.8025,10.82,6.16,2.32,-1.14,45.92,72.27,11.27,4.94,-5.6
810,2016-03-22,4.06,-1.61,9.7,117.8025,10.74,6.18,2.3,-0.97,45.6,72.47,11.31,5.16,-5.57
811,2016-03-23,4.23,-1.57,9.98,117.8026,10.6,6.16,2.28,-0.79,45.14,72.6,11.34,5.42,-5.52
812,2016-03-24,4.41,-1.4,10.21,117.8027,10.6,6.18,2.27,-0.62,44.8,72.6,11.38,5.64,-5.37
813,2016-03-25,4.57,-1.19,10.35,117.8027,10.65,6.22,2.3,-0.5,44.8,72.45,11.41,5.84,-5.15
814,2016-03-26,4.66,-1.1,10.46,117.8027,10.61,6.21,2.3,-0.42,44.52,72.46,11.45,6.02,-5.02
815,2016-03-27,4.73,-1.07,10.56,117.8027,10.6,6.22,2.31,-0.38,44.06,72.41,11.48,6.15,-4.98
816,2016-03-28,4.84,-1.04,10.78,117.6028,10.52,6.21,2.31,-0.34,43.34,72.2,11.52,6.35,-4.9
817,2016-03-29,4.98,-1.01,11.01,117.6028,10.51,6.2,2.31,-0.17,42.98,72.43,11.55,6.52,-4.84
818,2016-03-30,5.16,-0.82,11.14,117.6028,10.55,6.21,2.33,0.06,43.64,72.65,11.59,6.7,-4.63
819,2016-03-31,5.35,-0.66,11.41,117.6028,10.42,6.19,2.31,0.31,43.56,72.96,11.62,6.92,-4.39
820,2016-04-01,5.51,-0.44,11.56,117.6028,10.42,6.19,2.3,0.58,44.16,73.35,11.66,7.08,-4.13
821,2016-04-02,5.53,-0.45,11.72,117.5029,10.34,6.14,2.22,0.55,43.32,73.3,11.69,7.2,-4.16
822,2016-04-03,5.5,-0.62,11.78,104.503,10.31,6.14,2.21,0.48,42.84,73.07,11.73,7.26,-4.36
823,2016-04-04,5.5,-0.57,11.77,103.203,10.12,6.04,2.16,0.48,42.76,73.06,11.76,7.27,-4.36
824,2016-04-05,5.73,-0.33,11.98,105.303,9.84,5.94,2.08,0.76,43.16,73.41,11.8,7.5,-4.14
825,2016-04-06,5.98,-0.16,12.34,105.3031,9.68,5.88,2.03,0.93,42.38,73.18,11.84,7.75,-3.96
826,2016-04-07,6.16,-0.05,12.57,114.3031,9.69,5.9,2.01,1.13,42.18,73.33,11.87,7.92,-3.79
827,2016-04-08,6.38,0.19,12.74,129.703,9.67,5.92,2.04,1.44,43.1,73.87,11.91,8.12,-3.48
828,2016-04-09,6.6,0.46,12.95,129.703,9.6,5.87,2.04,1.67,43.12,73.93,11.94,8.33,-3.13
829,2016-04-10,6.77,0.63,13.17,129.703,9.63,5.91,2.05,1.82,43.14,73.93,11.98,8.54,-2.91
830,2016-04-11,6.98,0.72,13.5,129.703,9.44,5.87,2.04,2.03,42.9,74.03,12.02,8.75,-2.78
831,2016-04-12,7.21,0.98,13.71,129.703,9.44,5.89,2.08,2.34,43.56,74.49,12.05,9.0,-2.49
832,2016-04-13,7.41,1.19,13.92,129.703,9.59,5.98,2.16,2.57,43.92,74.64,12.09,9.21,-2.29
833,2016-04-14,7.66,1.46,14.13,137.103,9.46,5.95,2.16,2.92,44.86,75.18,12.12,9.44,-1.99
834,2016-04-15,7.95,1.69,14.49,137.1031,9.4,5.97,2.15,3.31,45.32,75.79,12.16,9.75,-1.71
835,2016-04-16,8.24,1.96,14.74,137.1032,9.43,6.02,2.19,3.63,45.76,75.96,12.2,10.04,-1.34
836,2016-04-17,8.5,2.3,14.96,180.6032,9.69,6.13,2.29,3.93,45.78,76.18,12.23,10.29,-0.95
837,2016-04-18,8.59,2.46,15.01,180.7032,9.97,6.27,2.36,4.04,46.3,76.3,12.27,10.39,-0.71
838,2016-04-19,8.69,2.59,15.03,179.4032,9.88,6.22,2.34,4.12,46.28,76.24,12.3,10.51,-0.53
839,2016-04-20,8.95,2.78,15.39,178.8033,9.67,6.11,2.3,4.38,45.84,76.33,12.34,10.83,-0.31
840,2016-04-21,9.25,3.0,15.69,179.3032,9.65,6.12,2.32,4.75,46.2,76.77,12.37,11.09,-0.01
841,2016-04-22,9.51,3.37,15.85,208.3031,9.72,6.15,2.36,5.07,47.2,77.07,12.41,11.27,0.48
842,2016-04-23,9.64,3.67,15.97,208.3031,9.72,6.16,2.36,5.24,47.6,77.29,12.45,11.46,0.85
843,2016-04-24,9.68,3.67,16.03,185.0031,9.7,6.16,2.35,5.23,47.0,77.06,12.48,11.57,0.87
844,2016-04-25,9.65,3.56,16.1,149.0032,9.59,6.11,2.29,5.06,45.58,76.51,12.52,11.66,0.78
845,2016-04-26,9.77,3.61,16.28,149.0032,9.59,6.13,2.28,5.07,45.28,76.09,12.55,11.78,0.84
846,2016-04-27,9.86,3.68,16.41,155.9031,9.63,6.15,2.3,5.12,44.5,75.93,12.59,11.91,0.93
847,2016-04-28,10.01,3.92,16.52,184.0031,9.67,6.19,2.3,5.35,45.7,76.32,12.62,12.05,1.18
848,2016-04-29,10.24,4.09,16.77,186.1031,9.53,6.16,2.26,5.68,46.22,76.9,12.66,12.27,1.33
849,2016-04-30,10.49,4.24,17.1,186.1031,9.4,6.1,2.22,6.06,46.62,77.54,12.69,12.53,1.49
850,2016-05-01,10.75,4.43,17.46,186.1031,9.33,6.1,2.21,6.32,46.36,77.72,12.73,12.84,1.68
851,2016-05-02,11.03,4.66,17.76,186.1031,9.36,6.13,2.22,6.65,46.52,78.0,12.76,13.11,1.98
852,2016-05-03,11.3,4.88,18.05,203.3031,9.5,6.2,2.28,7.01,47.48,78.44,12.8,13.37,2.17
853,2016-05-04,11.53,5.13,18.26,224.103,9.59,6.3,2.33,7.29,47.84,78.76,12.83,13.54,2.43
854,2016-05-05,11.73,5.37,18.43,224.103,9.72,6.35,2.36,7.52,48.24,78.92,12.86,13.71,2.72
855,2016-05-06,11.91,5.49,18.57,225.0029,9.8,6.4,2.39,7.7,48.02,78.97,12.9,13.84,2.83
856,2016-05-07,12.07,5.79,18.64,224.4029,9.87,6.43,2.42,7.95,49.02,79.41,12.93,13.99,3.21
857,2016-05-08,12.15,5.81,18.79,214.903,9.94,6.45,2.43,7.89,47.62,78.77,12.97,14.13,3.23
858,2016-05-09,12.3,5.89,18.96,214.9029,9.84,6.4,2.4,7.96,47.24,78.43,13.0,14.25,3.31
859,2016-05-10,12.48,6.17,19.04,217.3028,9.82,6.4,2.4,8.16,47.5,78.56,13.03,14.38,3.68
860,2016-05-11,12.61,6.42,19.03,237.1027,9.86,6.41,2.41,8.34,48.5,78.86,13.07,14.45,4.0
861,2016-05-12,12.78,6.66,19.18,237.1027,9.84,6.4,2.42,8.55,48.88,79.0,13.1,14.56,4.22
862,2016-05-13,12.97,6.75,19.38,237.1027,9.73,6.35,2.39,8.79,49.32,79.31,13.13,14.77,4.37
863,2016-05-14,13.16,6.92,19.56,237.1026,9.68,6.36,2.37,9.08,49.74,79.79,13.17,14.96,4.55
864,2016-05-15,13.42,7.22,19.76,237.1026,9.68,6.36,2.41,9.38,50.5,79.94,13.2,15.18,4.82
865,2016-05-16,13.73,7.52,20.06,245.2025,9.73,6.41,2.45,9.77,51.54,80.41,13.23,15.46,5.2
866,2016-05-17,13.92,7.79,20.21,250.4024,9.78,6.4,2.47,10.02,51.92,80.65,13.26,15.63,5.44
867,2016-05-18,14.13,8.02,20.4,250.4024,9.82,6.41,2.47,10.21,52.28,80.6,13.3,15.84,5.68
868,2016-05-19,14.29,8.18,20.68,250.4024,9.68,6.36,2.44,10.31,51.5,80.45,13.33,16.1,5.85
869,2016-05-20,14.44,8.35,20.78,250.4024,9.67,6.35,2.45,10.38,51.6,80.2,13.36,16.27,6.0
870,2016-05-21,14.61,8.47,20.95,250.4024,9.74,6.38,2.47,10.47,51.4,79.92,13.39,16.51,6.09
871,2016-05-22,14.78,8.62,21.06,250.4024,9.74,6.37,2.49,10.6,51.58,79.73,13.42,16.7,6.26
872,2016-05-23,14.94,8.86,21.2,250.4024,9.73,6.36,2.49,10.61,50.88,79.17,13.45,16.92,6.49
873,2016-05-24,15.11,9.0,21.4,242.9025,9.81,6.41,2.54,10.68,50.06,78.7,13.48,17.19,6.6
874,2016-05-25,15.22,9.09,21.49,268.1025,9.83,6.42,2.55,10.79,50.0,78.7,13.51,17.31,6.67
875,2016-05-26,15.4,9.29,21.65,268.1025,9.82,6.42,2.55,11.06,50.68,79.09,13.54,17.52,6.86
876,2016-05-27,15.59,9.51,21.84,259.1025,9.68,6.32,2.5,11.27,50.92,79.19,13.57,17.83,7.08
877,2016-05-28,15.78,9.7,22.1,244.8025,9.62,6.29,2.47,11.41,50.4,78.97,13.6,18.04,7.27
878,2016-05-29,15.9,9.89,22.18,251.6024,9.59,6.27,2.45,11.56,50.76,79.08,13.63,18.18,7.46
879,2016-05-30,16.02,10.09,22.21,253.2023,9.63,6.27,2.46,11.75,51.44,79.35,13.66,18.3,7.62
880,2016-05-31,16.17,10.31,22.3,253.2023,9.71,6.27,2.48,11.94,51.92,79.48,13.69,18.5,7.82
881,2016-06-01,16.32,10.45,22.47,253.2023,9.68,6.23,2.44,12.05,51.3,79.36,13.71,18.63,7.94
882,2016-06-02,16.5,10.62,22.68,253.2024,9.6,6.16,2.39,12.2,51.04,79.29,13.74,18.89,8.12
883,2016-06-03,16.57,10.65,22.81,245.8025,9.59,6.17,2.38,12.22,50.38,79.04,13.77,19.09,8.12
884,2016-06-04,16.71,10.72,22.95,245.8025,9.51,6.12,2.35,12.24,49.76,78.53,13.79,19.26,8.14
885,2016-06-05,16.79,10.9,22.97,257.7024,9.46,6.08,2.33,12.42,50.72,78.99,13.82,19.28,8.26
886,2016-06-06,16.88,10.99,23.06,214.2025,9.16,5.93,2.23,12.48,50.9,78.86,13.84,19.44,8.35
887,2016-06-07,17.05,11.18,23.19,214.1025,8.76,5.73,2.14,12.66,51.2,78.95,13.87,19.58,8.53
888,2016-06-08,17.21,11.37,23.32,214.1025,8.67,5.67,2.12,12.86,51.54,79.1,13.89,19.72,8.68
889,2016-06-09,17.38,11.58,23.43,214.1024,8.59,5.64,2.11,13.07,52.44,79.25,13.92,19.91,8.89
890,2016-06-10,17.54,11.84,23.61,213.8024,8.52,5.6,2.06,13.2,52.3,79.16,13.94,20.13,9.14
891,2016-06-11,17.69,12.02,23.78,184.8025,8.46,5.56,2.05,13.29,51.62,78.8,13.96,20.4,9.25
892,2016-06-12,17.86,12.21,23.89,187.4025,8.46,5.55,2.07,13.43,51.64,78.66,13.99,20.53,9.39
893,2016-06-13,18.03,12.42,24.0,188.3025,8.44,5.53,2.07,13.61,52.32,78.72,14.01,20.76,9.64
894,2016-06-14,18.21,12.68,24.11,188.3025,8.43,5.52,2.09,13.87,53.2,78.91,14.03,21.04,9.89
895,2016-06-15,18.35,12.9,24.16,188.3025,8.44,5.51,2.1,14.07,53.7,79.14,14.05,21.26,10.13
896,2016-06-16,18.5,13.15,24.21,181.6025,8.47,5.53,2.1,14.23,54.28,79.13,14.08,21.45,10.37
897,2016-06-17,18.66,13.27,24.38,132.8025,8.5,5.49,2.09,14.34,53.76,78.87,14.1,21.7,10.47
898,2016-06-18,18.82,13.41,24.57,127.4026,8.49,5.48,2.08,14.43,53.44,78.55,14.12,22.01,10.62
899,2016-06-19,19.0,13.6,24.71,127.9025,8.53,5.53,2.1,14.61,53.62,78.51,14.14,22.27,10.81
900,2016-06-20,19.2,13.93,24.84,128.2024,8.46,5.48,2.1,14.92,54.52,78.93,14.15,22.47,11.19
901,2016-06-21,19.33,14.21,24.85,145.7023,8.46,5.49,2.1,15.16,55.78,79.34,14.17,22.55,11.49
902,2016-06-22,19.44,14.41,24.99,128.8023,8.34,5.44,2.05,15.24,55.48,79.16,14.19,22.77,11.73
903,2016-06-23,19.59,14.62,25.07,117.4023,8.17,5.36,2.01,15.37,55.78,79.1,14.21,22.95,12.02
904,2016-06-24,19.79,14.91,25.21,117.4022,8.07,5.34,2.0,15.6,56.14,79.22,14.22,23.21,12.39
905,2016-06-25,19.91,15.19,25.26,170.8022,8.09,5.35,2.01,15.77,56.98,79.38,14.24,23.37,12.73
906,2016-06-26,20.01,15.31,25.36,170.5023,8.05,5.3,2.0,15.75,55.96,78.92,14.26,23.51,12.81
907,2016-06-27,20.15,15.47,25.49,170.5023,8.01,5.28,1.98,15.94,56.34,79.11,14.27,23.73,12.99
908,2016-06-28,20.22,15.69,25.52,171.5023,7.96,5.25,1.96,16.1,56.94,79.47,14.28,23.85,13.24
909,2016-06-29,20.33,15.78,25.61,172.2023,7.99,5.25,1.98,16.18,56.98,79.3,14.3,23.99,13.34
910,2016-06-30,20.49,15.93,25.78,153.7023,7.95,5.24,2.0,16.3,56.76,79.1,14.31,24.18,13.49
911,2016-07-01,20.66,16.14,25.89,153.7022,7.94,5.23,2.0,16.46,57.04,79.09,14.32,24.35,13.73
912,2016-07-02,20.82,16.41,25.92,184.1021,8.15,5.35,2.05,16.64,57.66,79.15,14.33,24.41,14.08
913,2016-07-03,20.96,16.62,26.01,211.3021,8.35,5.44,2.07,16.78,58.04,79.17,14.34,24.51,14.36
914,2016-07-04,21.04,16.78,26.03,296.002,8.51,5.49,2.04,16.9,58.52,79.35,14.35,24.54,14.61
915,2016-07-05,21.18,16.98,26.1,288.002,8.45,5.44,2.02,17.01,58.58,79.24,14.35,24.63,14.82
916,2016-07-06,21.45,17.3,26.3,283.502,8.52,5.49,2.06,17.32,59.24,79.37,14.36,24.85,15.21
917,2016-07-07,21.62,17.65,26.35,284.2019,8.53,5.51,2.08,17.55,60.08,79.62,14.37,25.0,15.63
918,2016-07-08,21.77,17.93,26.39,284.2018,8.55,5.52,2.09,17.75,60.76,79.76,14.38,25.19,15.97
919,2016-07-09,21.92,18.13,26.46,285.2017,8.56,5.53,2.09,17.98,61.42,80.02,14.38,25.35,16.23
920,2016-07-10,22.05,18.36,26.53,285.2017,8.48,5.48,2.08,18.18,61.98,80.27,14.39,25.56,16.53
921,2016-07-11,22.14,18.55,26.53,285.2017,8.39,5.43,2.05,18.4,63.0,80.76,14.39,25.63,16.77
922,2016-07-12,22.22,18.71,26.59,285.2016,8.33,5.39,2.03,18.63,63.78,81.33,14.39,25.68,17.01
923,2016-07-13,22.26,18.85,26.55,336.2015,8.28,5.34,1.99,18.73,64.5,81.64,14.4,25.65,17.25
924,2016-07-14,22.4,19.0,26.73,309.8015,8.26,5.33,1.97,18.84,64.38,81.46,14.4,25.84,17.44
925,2016-07-15,22.52,19.13,26.79,309.8015,8.33,5.35,2.0,18.93,64.52,81.34,14.4,25.98,17.61
926,2016-07-16,22.6,19.26,26.82,310.0015,8.48,5.45,2.07,19.0,64.6,81.22,14.4,26.11,17.81
927,2016-07-17,22.65,19.37,26.8,317.1015,8.61,5.54,2.12,19.06,64.84,81.28,14.4,26.13,17.93
928,2016-07-18,22.75,19.44,26.87,310.3016,8.64,5.54,2.15,19.13,65.1,81.14,14.4,26.28,18.03
929,2016-07-19,22.85,19.48,26.97,308.7017,8.55,5.49,2.14,19.2,64.96,80.98,14.4,26.42,18.15
930,2016-07-20,22.94,19.61,27.0,308.7017,8.53,5.52,2.15,19.29,65.26,80.97,14.4,26.56,18.34
931,2016-07-21,23.05,19.76,27.09,308.7017,8.56,5.55,2.21,19.39,65.48,80.89,14.39,26.74,18.55
932,2016-07-22,23.12,19.87,27.13,308.7017,8.61,5.61,2.26,19.48,65.84,80.94,14.39,26.87,18.68
